gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,avg_monthly_spend,services_count,is_new_customer,high_value_customer,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,1,1,72,1,0,106.1,7657.4,104.8958904109589,4,0,1,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False
1,1,0,0,2,0,1,24.45,47.5,15.833333333333334,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,48,1,0,75.15,3772.65,76.99285714285715,2,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,0,0,1,1,1,50.1,50.1,25.05,2,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,1,69,1,1,106.35,7261.75,103.73928571428571,4,0,1,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False
0,0,0,0,12,1,1,45.0,524.35,40.33461538461539,2,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,1,4,1,1,19.95,82.9,16.580000000000002,3,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
1,0,0,1,1,1,1,70.45,70.45,35.225,2,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,0,46,1,1,24.45,1066.15,22.684042553191492,3,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
1,0,0,1,66,1,0,20.55,1357.1,20.255223880597015,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,1,11,0,1,36.05,402.6,33.550000000000004,3,1,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1,0,0,1,24,0,0,35.75,830.8,33.232,3,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
1,0,1,1,70,1,0,114.75,7842.3,110.4549295774648,4,0,1,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
1,0,1,0,63,1,1,19.95,1234.8,19.29375,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,0,6,1,0,20.0,109.2,15.6,3,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,14,1,0,19.9,283.75,18.916666666666668,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,1,69,1,1,26.0,1796.55,25.665,3,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,0,7,1,1,53.65,404.35,50.54375,3,1,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,3,1,1,79.65,251.75,62.9375,3,1,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0,1,0,58,1,1,61.05,3478.75,58.96186440677966,4,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,0,0,1,11,0,0,25.2,321.05,26.754166666666666,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,72,1,0,113.4,8164.1,111.83698630136986,4,0,1,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,0,0,0,62,1,1,25.8,1563.95,24.824603174603176,3,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,0,0,2,1,0,19.85,51.6,17.2,3,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0,31,1,0,104.35,3205.6,100.175,3,0,1,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,1,0,1,0,1,23.45,23.45,11.725,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,4,1,0,19.7,117.8,23.56,3,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,0,1,0,47,1,1,95.2,4563.0,95.0625,2,0,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False
0,0,0,0,41,1,1,80.55,3263.9,77.71190476190476,2,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
0,0,0,0,47,0,0,41.9,1875.25,39.067708333333336,3,0,0,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
1,0,0,0,1,0,1,35.45,35.45,17.725,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,0,1,8,1,0,19.95,170.9,18.98888888888889,3,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,1,34,1,0,84.75,2839.45,81.12714285714286,4,0,0,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
1,0,1,1,43,1,0,24.25,1077.95,24.498863636363637,3,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0,4,1,1,50.55,235.65,47.13,3,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,53,1,0,97.75,5043.2,93.39259259259259,3,0,1,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False
1,0,0,0,69,1,0,90.65,6322.1,90.3157142857143,4,0,1,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
1,0,0,0,3,1,0,74.5,217.45,54.3625,2,1,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,64,1,0,65.8,4068.0,62.58461538461538,4,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
1,0,0,1,10,1,0,24.8,223.9,20.354545454545455,3,1,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
1,0,0,0,25,1,0,20.6,541.5,20.826923076923077,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,1,1,1,0,50.6,50.6,25.3,3,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,32,1,0,87.65,2766.4,83.83030303030303,4,0,0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,0,0,0,36,1,1,79.2,2854.95,77.1608108108108,4,0,0,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False
0,0,0,0,30,1,1,55.3,1530.6,49.37419354838709,3,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,25,1,0,74.3,1863.8,71.68461538461538,4,0,0,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
1,1,1,1,29,1,1,103.95,2964.8,98.82666666666667,2,0,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,1,1,0,76.0,76.0,38.0,2,1,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0,57,1,1,109.4,6252.7,107.8051724137931,3,0,1,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
1,0,0,0,25,1,0,19.9,510.8,19.646153846153847,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
1,1,1,0,32,1,0,106.35,3520.75,106.68939393939394,2,0,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
1,0,1,1,71,1,0,86.85,6263.8,86.99722222222222,4,0,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,0,0,0,4,0,0,35.0,135.75,27.15,2,1,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,0,1,0,55,1,1,90.15,4916.95,87.80267857142857,4,0,1,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False
0,0,1,1,17,1,0,91.85,1574.45,87.46944444444445,4,0,1,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
1,0,1,1,63,1,0,24.65,1574.5,24.6015625,3,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,1,0,0,7,0,1,44.4,265.8,33.225,2,1,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,0,1,0,72,1,1,117.8,8684.8,118.96986301369861,4,0,1,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
0,1,0,0,45,0,0,34.2,1596.6,34.70869565217391,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
0,0,0,1,1,1,1,89.35,89.35,44.675,2,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,1,1,72,1,1,110.45,8058.85,110.39520547945206,4,0,1,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,0,0,12,1,1,81.45,912.0,70.15384615384616,2,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,1,1,0,30,1,1,101.5,2917.65,94.11774193548388,3,0,1,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
1,1,1,0,72,1,1,112.9,8061.5,110.43150684931507,4,0,1,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,1,1,0,25,1,1,69.3,1813.1,69.73461538461538,2,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,27,1,1,85.2,2151.6,76.84285714285714,3,0,0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
1,0,1,1,58,1,0,71.6,4230.25,71.69915254237289,4,0,0,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False
1,0,0,0,2,1,1,45.0,96.45,32.15,2,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,0,60,1,1,59.8,3561.15,58.37950819672131,3,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0,0,1,1,20,1,0,19.7,395.6,18.83809523809524,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,1,0,0,63,1,0,83.0,5243.05,81.92265625,4,0,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
1,0,1,1,14,1,0,19.75,309.35,20.623333333333335,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,0,0,29,1,0,20.35,617.35,20.578333333333333,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,1,0,1,1,1,68.95,68.95,34.475,2,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,29,1,0,89.65,2623.65,87.455,3,0,0,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,0,0,4,1,0,51.75,201.1,40.22,2,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,70,1,0,115.55,8127.6,114.47323943661972,4,0,1,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False
0,0,1,1,6,1,0,55.9,365.35,52.19285714285714,3,1,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,0,0,4,1,1,94.75,422.4,84.47999999999999,2,1,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1,0,1,1,46,1,0,19.75,856.5,18.22340425531915,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,0,0,9,1,1,44.4,348.15,34.815,2,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,1,1,1,71.35,71.35,35.675,2,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,31,1,1,101.4,3143.65,98.2390625,2,0,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
1,1,0,0,1,1,1,75.35,75.35,37.675,2,1,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,45,1,0,73.85,3371.0,73.28260869565217,4,0,0,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False
0,0,0,0,11,1,0,64.05,733.95,61.1625,3,1,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0,0,0,0,63,1,1,109.85,7002.95,109.42109375,3,0,1,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,0,0,0,3,1,0,24.6,86.35,21.5875,3,1,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,1,16,1,0,64.25,1024.0,60.23529411764706,3,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
0,0,1,1,19,1,0,20.2,382.2,19.11,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,0,71,1,1,79.1,5564.85,77.28958333333334,3,0,0,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
1,0,0,0,17,1,0,86.75,1410.25,78.34722222222223,3,0,0,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
1,0,1,1,50,1,1,44.8,2230.85,43.7421568627451,2,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,0,0,0,2,1,1,71.3,157.75,52.583333333333336,2,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0,34,1,0,19.7,675.6,19.302857142857142,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,0,42,1,0,56.1,2386.85,55.50813953488372,3,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0,0,1,1,69,1,0,84.45,5848.6,83.55142857142857,3,0,0,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0,0,0,0,9,1,1,44.2,403.35,40.335,2,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,4,0,0,30.5,118.4,23.68,2,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0,1,0,54,1,1,114.65,6049.5,109.99090909090908,4,0,1,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True
0,0,0,0,33,1,0,59.4,1952.8,57.43529411764706,4,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
0,0,0,1,12,1,1,84.05,966.55,74.35,2,1,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,1,1,71,1,0,85.45,6300.85,87.51180555555555,4,0,0,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
1,0,0,0,3,0,1,29.75,96.85,24.2125,2,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0,0,0,7,1,1,75.15,525.0,65.625,2,1,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,38,1,0,20.05,741.5,19.012820512820515,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,1,1,19,1,0,19.9,357.7,17.884999999999998,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,1,0,70,1,1,84.8,5917.55,83.34577464788732,3,0,0,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,1,0,54,0,0,30.4,1621.35,29.479090909090907,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,56,1,0,65.2,3512.15,61.61666666666667,3,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0,0,0,0,65,1,1,59.6,3739.8,56.663636363636364,4,0,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
1,0,0,1,35,1,1,85.15,3030.6,84.18333333333334,2,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
0,0,1,0,63,1,1,81.55,5029.05,78.57890625,2,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,1,0,37,1,0,19.6,727.8,19.152631578947368,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,0,0,0,4,1,1,90.05,368.1,73.62,2,1,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,0,0,10,1,1,98.7,973.25,88.47727272727273,3,1,1,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,1,0,0,1,1,1,70.15,70.15,35.075,2,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,70,1,0,19.8,1378.75,19.419014084507044,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,0,22,1,1,90.0,1993.8,86.68695652173913,3,0,1,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
0,0,0,0,7,1,1,78.5,571.05,71.38125,4,1,0,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
1,0,1,0,31,1,1,59.05,1882.8,58.8375,2,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,0,1,1,69,0,1,54.95,3772.5,53.892857142857146,1,0,0,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False
0,1,0,0,30,1,1,104.1,3121.1,100.68064516129031,2,0,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
1,1,0,0,53,0,1,54.45,2854.55,52.86203703703704,1,0,0,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
1,0,0,0,1,1,1,71.55,71.55,35.775,2,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,0,71,1,0,90.1,6310.9,87.65138888888889,4,0,1,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
1,1,0,0,37,0,0,36.65,1315.0,34.60526315789474,1,0,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1,1,1,0,69,1,1,110.55,7610.1,108.71571428571428,4,0,1,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True
1,0,1,0,16,1,0,80.75,1321.3,77.7235294117647,3,0,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,1,1,0,19.95,19.95,9.975,3,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,0,1,1,69,1,0,61.4,4059.85,57.99785714285714,4,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
1,0,1,0,21,1,1,111.2,2317.1,105.32272727272726,3,0,1,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
1,0,0,0,61,1,1,106.45,6300.15,101.61532258064516,3,0,1,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,1,0,38,1,1,105.0,4026.4,103.24102564102564,3,0,1,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
1,0,0,0,1,1,0,19.1,19.1,9.55,3,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,0,23,1,1,73.65,1642.75,68.44791666666667,3,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
1,0,0,0,4,1,0,50.4,206.6,41.32,2,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,1,6,1,0,54.85,355.1,50.728571428571435,2,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,1,19,1,1,75.9,1375.6,68.78,4,0,0,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,1,1,64,1,0,69.25,4447.75,68.42692307692307,4,0,0,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True
1,0,1,0,62,1,1,23.75,1446.8,22.965079365079365,3,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
1,0,0,0,1,1,1,81.7,81.7,40.85,3,1,0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,1,0,0,30.5,30.5,15.25,2,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,8,0,0,29.35,216.45,24.049999999999997,2,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,0,72,1,1,113.65,8124.2,111.2904109589041,4,0,1,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
1,0,0,0,11,1,1,60.9,688.5,57.375,3,1,0,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0,0,1,1,25,1,0,20.1,486.05,18.69423076923077,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,1,1,1,26,1,0,105.75,2710.25,100.37962962962963,2,0,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,1,1,17,1,0,74.55,1215.8,67.54444444444444,3,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
0,0,0,0,11,1,1,44.65,472.25,39.354166666666664,2,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,68,1,0,20.5,1424.9,20.65072463768116,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,0,0,59,1,1,111.35,6519.75,108.6625,3,0,1,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
1,0,0,0,9,0,0,50.8,463.6,46.36,3,1,0,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True
1,1,0,0,2,1,1,72.6,154.3,51.43333333333334,2,1,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,0,47,1,1,85.3,4045.65,84.284375,2,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,1,0,0,33,0,1,54.6,1803.7,53.050000000000004,2,0,0,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
1,0,1,1,46,1,0,19.95,862.4,18.348936170212767,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,1,1,65,1,1,110.8,7245.9,109.78636363636363,3,0,1,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,1,1,48,0,1,29.5,1423.05,29.041836734693877,2,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1,0,0,0,2,1,1,46.0,84.5,28.166666666666668,2,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,1,1,1,74.6,74.6,37.3,2,1,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,0,0,1,1,1,1,49.85,49.85,24.925,2,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,26,1,1,80.7,2193.0,81.22222222222223,2,0,0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,16,1,0,20.4,321.4,18.905882352941177,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,0,1,0,49,1,0,106.65,5174.35,103.48700000000001,4,0,1,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False
1,0,0,0,32,1,0,20.35,707.5,21.439393939393938,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
1,0,0,0,29,1,1,19.8,572.2,19.073333333333334,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,0,0,0,2,0,0,24.3,38.45,12.816666666666668,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,1,0,70,1,1,90.85,6470.1,91.1281690140845,3,0,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,1,1,0,51,1,1,93.65,4839.15,93.06057692307692,3,0,1,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
1,1,1,0,55,1,0,60.0,3316.1,59.216071428571425,3,0,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
1,1,0,0,5,1,1,89.8,502.6,83.76666666666667,2,1,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0,69,1,1,24.95,1718.35,24.54785714285714,3,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,1,0,14,1,0,50.2,668.85,44.59,2,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,0,1,0,72,1,1,101.35,7323.15,100.31712328767122,2,0,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
0,0,1,0,71,0,1,61.4,4310.35,59.865972222222226,2,0,0,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
